architecture_layers,condition,seed,ood_accuracy_mean,measured_layer,scope,component,head,family,diagram_count,vertices_per_diagram,edges_per_diagram,loops_per_diagram,path_pairs_per_diagram,mean_loop_length,semantic_accuracy,prediction_consistency,identity_error,transport_error,holonomy_error,holonomy_systematic_error,holonomy_dispersion_error,holonomy_rotation_error,holonomy_linear_action_error,holonomy_edge_accumulation_ratio,path_agreement_error,path_endpoint_error,edge_cka,activation_variance
2,low_diversity,0,0.6395,2,token_mean,query,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.014455517214995042,0.022155902337982734,0.04719643826568642,0.0013809106312692165,0.04581553116440773,1.3886185995674263,0.04587719931614982,0.34061613586964873,nan,nan,0.9954946637153625,0.011099030263721943
2,low_diversity,0,0.6395,2,cls,key,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.29392115351618164,0.31627787968136883,0.29033203222444864,0.01744714379310608,0.27288487553596497,1.2127077328642368,0.2749485281453417,0.3746119258636627,0.06039961357436849,0.6603532996893405,0.8023741841316223,0.0504005141556263
2,low_diversity,0,0.6395,2,cls,key,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.5471747668147205,0.5927074390068793,0.38819291083109625,0.03028993494808674,0.3579029440879822,1.4208069833198012,0.34961977948726636,0.2481510977405896,0.06145904533700311,1.6381807915789364,0.5181196928024292,0.04642077907919884
2,low_diversity,0,0.6395,2,cls,key,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,1.3757757991987787,1.4459713829826386,1.0909434814023342,0.04205390810966492,1.0488896369934082,1.818028788421408,1.0539126772868594,0.42701424475716054,nan,nan,0.189531609416008,0.05016382411122322
2,low_diversity,0,0.6395,2,cls,key,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,1.4787334016106226,0.7679057069068294,0.9016336444298905,0.013821401633322239,0.8878121972084045,1.9001867310525962,1.6516523569810866,0.30349353498288684,nan,nan,0.06927105784416199,0.1354105919599533
2,low_diversity,0,0.6395,2,cls,key,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,1.660053580908756,0.631079412980888,0.8302883694500639,0.015588276088237762,0.8147000670433044,1.9385277595319852,1.6990281533713898,0.3354431762031284,nan,nan,0.018999094143509865,0.14931459724903107
2,low_diversity,0,0.6395,2,cls,key,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,1.9120059467784192,0.6266188138049259,0.3614007573497076,0.01649709977209568,0.3449036777019501,1.793303667207227,0.9623334597351476,0.21072685918284847,0.5055990130904016,0.6581437480038627,0.03433874621987343,0.11836687475442886
2,low_diversity,0,0.6395,2,cls,key,all,double_negation,96,2,2,1,0,2.0,nan,nan,2.2385970240554625,1.190873704635723,1.18060268032445,0.01896277815103531,1.161639928817749,1.7207164344604304,1.4792490616827292,0.49808723996448445,nan,nan,0.39988386631011963,0.18063080310821533
2,low_diversity,0,0.6395,2,cls,key,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,1.0417857231834016,1.1274911698621242,1.0869522208786389,0.054765358567237854,1.0321868658065796,1.8841329248176553,1.040852493199277,0.1808746562237854,nan,nan,0.27237412333488464,0.049037449061870575
2,low_diversity,0,0.6395,2,cls,key,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,2.3508092512794967,1.0682589486138165,0.927846062668971,0.013317755423486233,0.9145283699035645,1.7150401091545255,1.3288959395763458,0.44598167937911076,nan,nan,0.5234708189964294,0.11839292198419571
2,low_diversity,0,0.6395,2,cls,key,all,majority_duality,96,2,2,1,0,2.0,nan,nan,2.194630880030069,0.8079311797977128,0.4344967686499374,0.012548512779176235,0.42194825410842896,1.6561358907779866,0.7458370586751429,0.308823696262358,nan,nan,0.6475866436958313,0.1336892992258072
2,low_diversity,0,0.6395,2,cls,key,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.8954313100425703,0.989165273007985,1.2397703029461895,0.05037204548716545,1.1893982887268066,1.998606686153849,1.1920101261935863,0.22216512907473596,nan,nan,0.41198980808258057,0.08947691321372986
2,low_diversity,0,0.6395,2,token_mean,key,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.006812368589294555,0.008669071550371098,0.018226808002561035,0.0009927282808348536,0.017234081402420998,1.0662679772188801,0.01743121664954887,0.4447864986527299,0.0032085561272264355,0.02137939621340896,0.9980120658874512,0.008720573969185352
2,low_diversity,0,0.6395,2,token_mean,key,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.006929644307395391,0.008666966779661821,0.012513255075010823,0.00024041403958108276,0.012272841297090054,0.9665464061060661,0.012151368122032921,0.3725272858779926,0.0014288839166267605,0.024730118073889435,0.9973792433738708,0.00609195651486516
2,low_diversity,0,0.6395,2,token_mean,key,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.01831918826549411,0.020531634101605075,0.012519282971182917,0.0006060388404875994,0.011913244612514973,1.1914539203763235,0.011924713865821654,0.31358187220227934,nan,nan,0.994844913482666,0.015745198354125023
2,low_diversity,0,0.6395,2,token_mean,key,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.14940673066753565,0.02964788242116703,0.022014846542270088,0.0005408437573350966,0.021474003791809082,1.3477205041245277,0.024343098221444336,0.18646470709024862,nan,nan,0.9049876928329468,0.015101276338100433
2,low_diversity,0,0.6395,2,token_mean,key,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.10739519640223046,0.028971480618669616,0.020323556655903824,0.00185668736230582,0.018466869369149208,1.3816722376530473,0.020210288553895988,0.18059407583311893,nan,nan,0.9649584889411926,0.014776657335460186
2,low_diversity,0,0.6395,2,token_mean,key,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.22012068584469616,0.13370202437739634,0.07037094078992677,0.001709296484477818,0.0686616525053978,1.510185760284885,0.07125254098411124,0.16661418627816293,0.08704640227290537,0.2154494412386656,0.8684048056602478,0.012426742352545261
2,low_diversity,0,0.6395,2,token_mean,key,all,double_negation,96,2,2,1,0,2.0,nan,nan,0.6976946408587609,0.0829844333161699,0.016508492517623263,0.000723521807231009,0.01578497141599655,1.0463734019350923,0.018426137810967292,0.10541987482984494,nan,nan,0.7893132567405701,0.019142523407936096
2,low_diversity,0,0.6395,2,token_mean,key,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.012215153688945055,0.01545454987138553,0.03258387498877424,0.001512550050392747,0.03107132576406002,1.3958637109943839,0.031143973391260453,0.3472162861988613,nan,nan,0.9958158135414124,0.012447046115994453
2,low_diversity,0,0.6395,2,token_mean,key,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.5680833672961658,0.2028508314795971,0.08047020679820373,0.004128835629671812,0.07634136825799942,1.4829508622658611,0.08265938164778174,0.1882368064540557,nan,nan,0.7836663126945496,0.014190790243446827
2,low_diversity,0,0.6395,2,token_mean,key,all,majority_duality,96,2,2,1,0,2.0,nan,nan,0.2600705739285715,0.06146721710774206,0.02353559601053698,0.0008295545703731477,0.0227060429751873,1.1203779094704525,0.024551252306267906,0.1801443767552632,nan,nan,0.9008354544639587,0.010752220638096333
2,low_diversity,0,0.6395,2,token_mean,key,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.013380101108853938,0.0188840284585609,0.03789668354791138,0.0012234962778165936,0.03667318820953369,1.3910614898616946,0.03673200913054223,0.3058429667768776,nan,nan,0.9954853057861328,0.012196484953165054
2,low_diversity,0,0.6395,2,cls,value,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.3015571381696012,0.3216555918203464,0.2677822258318746,0.023944290354847908,0.24383795261383057,1.2457222056412545,0.2460525616636745,0.37330333173805547,0.056153650340328314,0.65896044339484,0.7724170088768005,0.05191383510828018
2,low_diversity,0,0.6395,2,cls,value,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.551547813613433,0.5924281749502451,0.3668448790227726,0.032139189541339874,0.3347057104110718,1.4592364145025154,0.3286392407509052,0.2404744220292621,0.053870129445919124,1.6107504179174383,0.49753203988075256,0.04790870472788811
2,low_diversity,0,0.6395,2,cls,value,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,1.3161302146851672,1.3843074438949776,0.9773614166806746,0.03802869841456413,0.9393327236175537,1.8061345814643024,0.9425739248504187,0.4082763840713923,nan,nan,0.2067846804857254,0.05352107807993889
2,low_diversity,0,0.6395,2,cls,value,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,1.5303879707221602,0.693825604007204,0.8312135353336284,0.01339683961123228,0.8178166747093201,1.9280579684974992,1.646241430232081,0.3045687298241541,nan,nan,0.04765171930193901,0.15983955562114716
2,low_diversity,0,0.6395,2,cls,value,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,1.6296816030596313,0.6791916892310604,0.9110403020666406,0.020968863740563393,0.890071451663971,1.9147106289554925,1.5879339437217053,0.3402769850013431,nan,nan,0.026020489633083344,0.14606314897537231
2,low_diversity,0,0.6395,2,cls,value,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,1.9184711304635698,0.5898041147756911,0.32667845104260035,0.014680872671306133,0.31199756264686584,1.7816477897845393,0.8961570234294769,0.20622553479400219,0.42456694389835353,0.6112769402918876,0.028473401442170143,0.13206321001052856
2,low_diversity,0,0.6395,2,cls,value,all,double_negation,96,2,2,1,0,2.0,nan,nan,2.1549425399492756,1.2172972726723843,1.2143228966260087,0.018486499786376953,1.1958364248275757,1.7400553640513363,1.5081194481861735,0.5007554328442775,nan,nan,0.3665867745876312,0.18065856397151947
2,low_diversity,0,0.6395,2,cls,value,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,1.0127276472023004,1.0864113039168386,0.968106823539885,0.05750303715467453,0.9106037616729736,1.9663790280879114,0.9200629748387967,0.1694424424394695,nan,nan,0.29221606254577637,0.05253168195486069
2,low_diversity,0,0.6395,2,cls,value,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,2.31690728848614,1.0544859223608456,0.7282900511861006,0.011447936296463013,0.7168421149253845,1.720003838966738,1.297437110404693,0.3750537191321542,nan,nan,0.467113733291626,0.12946557998657227
2,low_diversity,0,0.6395,2,cls,value,all,majority_duality,96,2,2,1,0,2.0,nan,nan,2.1481908975035653,0.8918497621338956,0.44343204053405716,0.015639029443264008,0.42779305577278137,1.6356180797270026,0.7423391034031719,0.29048236641815145,nan,nan,0.5621285438537598,0.1327478438615799
2,low_diversity,0,0.6395,2,cls,value,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.9266720601422035,1.0177887207921772,1.2693947350824266,0.04105323180556297,1.2283414602279663,2.0034006070255646,1.2317429522906527,0.225722863071127,nan,nan,0.357112854719162,0.09482988715171814
2,low_diversity,0,0.6395,2,token_mean,value,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.006506010097624444,0.008357406601113762,0.018047463576380318,0.0011253055417910218,0.016922157257795334,1.0754015255406217,0.017094794221987307,0.4660977103528287,0.003161746046930087,0.020503503504954234,0.9979553818702698,0.009443986229598522
2,low_diversity,0,0.6395,2,token_mean,value,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.0068040589703259515,0.008431809778648127,0.011664908336579087,0.00023639643040951341,0.011428511701524258,0.9486887975333301,0.011311755191675503,0.35986762181922916,0.001372106648162801,0.02419185239654348,0.9971806406974792,0.006400783080607653
2,low_diversity,0,0.6395,2,token_mean,value,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.01810142928915543,0.020018065861401153,0.011416952753317184,0.0006019216380082071,0.01081503089517355,1.2393833459011618,0.010829371929132144,0.2911774012106157,nan,nan,0.9938786029815674,0.016324255615472794
2,low_diversity,0,0.6395,2,token_mean,value,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.14489526109983195,0.027930448980928103,0.020246377484426963,0.000554569240193814,0.01969180814921856,1.374559867997254,0.02295580165677657,0.18388117892825018,nan,nan,0.9284062385559082,0.016078727319836617
2,low_diversity,0,0.6395,2,token_mean,value,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.09018953634864589,0.028349674620961596,0.018864384042595956,0.0018355314387008548,0.01702885329723358,1.3795042773100068,0.01884999322181233,0.1729332443310452,nan,nan,0.972626805305481,0.01538755837827921
2,low_diversity,0,0.6395,2,token_mean,value,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.1945432810260279,0.1224369072948927,0.06408626605572253,0.002369875321164727,0.06171639263629913,1.518217205680358,0.06369459798287233,0.16596036671939615,0.07675624605637435,0.1960704903896698,0.8890297412872314,0.013158236630260944
2,low_diversity,0,0.6395,2,token_mean,value,all,double_negation,96,2,2,1,0,2.0,nan,nan,0.6539111937016661,0.07064386101645126,0.012769173065065769,0.0004810841928701848,0.012288088910281658,1.0687085661854325,0.014434457862154347,0.09603614132845846,nan,nan,0.8314672708511353,0.02009613998234272
2,low_diversity,0,0.6395,2,token_mean,value,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.01257627347565083,0.01581704045575205,0.031565667564252387,0.0013467371463775635,0.030218930914998055,1.387703584933871,0.030279753951123523,0.32826668880019333,nan,nan,0.9947455525398254,0.012450559064745903
2,low_diversity,0,0.6395,2,token_mean,value,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.48176200214467274,0.19247750509759196,0.06509616581516718,0.0035151478368788958,0.061581019312143326,1.4876496629045644,0.06716452482922666,0.16819030516435385,nan,nan,0.824648916721344,0.014509860426187515
2,low_diversity,0,0.6395,2,token_mean,value,all,majority_duality,96,2,2,1,0,2.0,nan,nan,0.3096673273341086,0.06193215015992345,0.022152125525283162,0.0008567943586967885,0.02129533141851425,1.1329386390000484,0.023514339085075005,0.16950645847652376,nan,nan,0.8817542195320129,0.01135965809226036
2,low_diversity,0,0.6395,2,token_mean,value,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.013509750700554653,0.019472941301781434,0.039132379484899775,0.0014824396930634975,0.03764994069933891,1.4124658538844075,0.03769138793925877,0.31624116421342846,nan,nan,0.9948736429214478,0.012552767992019653
2,low_diversity,1,0.6355,1,cls,query,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.95213035081737,1.9905641710871267,0.0,0.0,0.0,1.0,3.182027211168226e-11
2,low_diversity,1,0.6355,1,cls,query,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9570952717246084,1.548151026293711,0.0,0.0,0.0,1.0000001192092896,6.68689409399903e-11
2,low_diversity,1,0.6355,1,cls,query,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9179349678951934,3.040348794716582e-14,0.0,nan,nan,1.0,3.748291607652554e-12
2,low_diversity,1,0.6355,1,cls,query,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9570952717246082,1.8557459062147756,0.0,nan,nan,1.0,1.8261468726077368e-11
2,low_diversity,1,0.6355,1,cls,query,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9570952717246082,1.8557459062147756,0.0,nan,nan,1.0,1.8261468726077368e-11
2,low_diversity,1,0.6355,1,cls,query,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9375151198099008,1.9847512829509877,0.0,0.0,0.0,1.0,1.8261468726077368e-11
2,low_diversity,1,0.6355,1,cls,query,all,double_negation,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9179349678951934,3.040348794716582e-14,0.0,nan,nan,1.0,3.748291607652554e-12
2,low_diversity,1,0.6355,1,cls,query,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9113916714247532,1.542231312061752,0.0,nan,nan,1.0,4.142752113578396e-11
2,low_diversity,1,0.6355,1,cls,query,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9179349678951934,3.040348794716582e-14,0.0,nan,nan,1.0,3.748291607652554e-12
2,low_diversity,1,0.6355,1,cls,query,all,majority_duality,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9179349678951934,3.040348794716582e-14,0.0,nan,nan,1.0,3.748291607652554e-12
2,low_diversity,1,0.6355,1,cls,query,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9113916714247532,1.542231312061752,0.0,nan,nan,1.0,4.142752113578396e-11
2,low_diversity,1,0.6355,1,token_mean,query,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.0022465080007335334,0.0029571704670847965,0.004853484306985498,0.00015379487012978643,0.004699689336121082,1.0815207968762066,0.0047064379221105354,0.36832816008622854,0.0010554621779541812,0.007027750822477192,0.9989190101623535,0.007779148407280445
2,low_diversity,1,0.6355,1,token_mean,query,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.0030732773832578583,0.003508347127410887,0.0036448370734314876,0.00014761739294044673,0.003497219644486904,0.8744385293216034,0.00343716852644686,0.27680764363755644,0.00011397923440853295,0.010449295968849859,0.9983754754066467,0.005295895040035248
2,low_diversity,1,0.6355,1,token_mean,query,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.006933742745384377,0.007388845854824713,0.002534623101766612,0.00013278074038680643,0.002401842502877116,1.2140120469753004,0.0024043351364635797,0.20481231518304951,nan,nan,0.9964241981506348,0.012690234929323196
2,low_diversity,1,0.6355,1,token_mean,query,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.14814489765101563,0.017482639262994704,0.006629049151468286,0.00029062843532301486,0.006338420789688826,1.2591328050536423,0.007259756210541725,0.09962327560939015,nan,nan,0.9141649603843689,0.012747827917337418
2,low_diversity,1,0.6355,1,token_mean,query,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.15713764764554208,0.01755507998040804,0.00783411851413741,0.000537113519385457,0.007297005038708448,1.299689338944548,0.00833608818007964,0.11084519139342663,nan,nan,0.9202790856361389,0.012850328348577023
2,low_diversity,1,0.6355,1,token_mean,query,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.22303096610992593,0.12517316007329868,0.057575640975569026,0.0025545298121869564,0.05502111092209816,1.5522455504453496,0.0584266928642615,0.14301805367215173,0.07160544538431131,0.2071304512866307,0.868185818195343,0.010359850712120533
2,low_diversity,1,0.6355,1,token_mean,query,all,double_negation,96,2,2,1,0,2.0,nan,nan,0.606506123657327,0.05968725846452966,0.006327708769108068,0.00035465462133288383,0.0059730540961027145,1.4152752218295255,0.007140495522708352,0.058838354695170784,nan,nan,0.7640745639801025,0.01535727083683014
2,low_diversity,1,0.6355,1,token_mean,query,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.00473031688817596,0.0054925245481614714,0.008398969491907745,0.0005957902176305652,0.007803179323673248,1.2106254523338726,0.00780641105138888,0.2474891407541122,nan,nan,0.9972982406616211,0.011095106601715088
2,low_diversity,1,0.6355,1,token_mean,query,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.6392914229004881,0.1814105580888599,0.06344361717379693,0.002555005019530654,0.060888610780239105,1.585379633710154,0.06633198429610042,0.1719605586104823,nan,nan,0.7552127242088318,0.01229025423526764
2,low_diversity,1,0.6355,1,token_mean,query,all,majority_duality,96,2,2,1,0,2.0,nan,nan,0.353619666892443,0.04547418323475237,0.015122439088727494,0.0006106458604335785,0.014511791989207268,1.2026824669263247,0.015244042967934258,0.11355900339935947,nan,nan,0.8455594778060913,0.009494326077401638
2,low_diversity,1,0.6355,1,token_mean,query,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.0052075606326736764,0.007465443138483245,0.019240786211429054,0.0004665218002628535,0.018774263560771942,1.228330886725917,0.018778151487216364,0.2709696759793087,nan,nan,0.9971112012863159,0.010275415144860744
2,low_diversity,1,0.6355,1,cls,key,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9702328296328984,2.042447081028832,0.0,0.0,0.0,1.0,6.839024572352637e-12
2,low_diversity,1,0.6355,1,cls,key,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9454803912680616,1.5895480530345445,0.0,0.0,0.0,1.0000003576278687,1.610317955369478e-11
2,low_diversity,1,0.6355,1,cls,key,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.8828632137974781,3.963739858991978e-14,0.0,nan,nan,1.0,1.052653949250304e-12
2,low_diversity,1,0.6355,1,cls,key,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.945480391268062,1.8915320143728016,0.0,nan,nan,1.0,4.305734154635976e-12
2,low_diversity,1,0.6355,1,cls,key,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.945480391268062,1.8915320143728016,0.0,nan,nan,1.0,4.305734154635976e-12
2,low_diversity,1,0.6355,1,cls,key,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9141718025327699,1.9574581897406154,0.0,0.0,0.0,1.0,4.305734154635976e-12
2,low_diversity,1,0.6355,1,cls,key,all,double_negation,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.8828632137974781,3.963739858991978e-14,0.0,nan,nan,1.0,1.052653949250304e-12
2,low_diversity,1,0.6355,1,cls,key,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9377583842709736,1.8178973553771738,0.0,nan,nan,1.0,8.6591706027761e-12
2,low_diversity,1,0.6355,1,cls,key,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.8828632137974781,3.963739858991978e-14,0.0,nan,nan,1.0,1.052653949250304e-12
2,low_diversity,1,0.6355,1,cls,key,all,majority_duality,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.8828632137974781,3.963739858991978e-14,0.0,nan,nan,1.0,1.052653949250304e-12
2,low_diversity,1,0.6355,1,cls,key,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9377583842709736,1.8178973553771738,0.0,nan,nan,1.0,8.6591706027761e-12
2,low_diversity,1,0.6355,1,token_mean,key,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.0023373563985862322,0.00304534651577318,0.005182755690467703,0.00015306094428524375,0.005029695108532906,1.0876455514246082,0.00503632495922601,0.3678275805951534,0.001044847035226725,0.007014641452308614,0.9988747835159302,0.007923031225800514
2,low_diversity,1,0.6355,1,token_mean,key,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.003142842709588928,0.003583301105660333,0.0036241925406742498,0.00016798156138975173,0.003456211183220148,0.892313755591186,0.0033867423755372912,0.272318063771831,0.0001402905539083945,0.010250032752194918,0.9982383251190186,0.0054767257533967495
2,low_diversity,1,0.6355,1,token_mean,key,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.0068925855698646794,0.007329811604767284,0.002426916111146453,0.00013497985491994768,0.0022919364273548126,1.1642268199719454,0.002294865293457393,0.19185964434621075,nan,nan,0.9964058995246887,0.013490105979144573
2,low_diversity,1,0.6355,1,token_mean,key,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.11951238401201358,0.018491163296945032,0.007134917618740841,0.0003916631103493273,0.006743255071341991,1.315733442723905,0.007632252993388765,0.10213142229977466,nan,nan,0.9440685510635376,0.013251143507659435
2,low_diversity,1,0.6355,1,token_mean,key,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.14484629510122712,0.018896251028102114,0.008718712448980375,0.0005266345106065273,0.008192077279090881,1.3427107016714535,0.009513326177138343,0.11829806737697073,nan,nan,0.920366108417511,0.013163837604224682
2,low_diversity,1,0.6355,1,token_mean,key,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.21629900229634202,0.12794695920715526,0.06129071762704572,0.0031552468426525593,0.05813547223806381,1.540539777331728,0.060064900579447154,0.14204942409956056,0.07754239195065944,0.2113870407659742,0.8724280595779419,0.010898199863731861
2,low_diversity,1,0.6355,1,token_mean,key,all,double_negation,96,2,2,1,0,2.0,nan,nan,0.5457770627381728,0.06295493398299731,0.006919865507444678,0.0003949827514588833,0.0065248822793364525,1.4035576835576844,0.007532323257260905,0.06220837866197441,nan,nan,0.8224790692329407,0.016429534181952477
2,low_diversity,1,0.6355,1,token_mean,key,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.0048092769355887995,0.005506453529374531,0.008474788854807333,0.0005082579446025193,0.007966531440615654,1.1993915487888818,0.007968544917858623,0.2464905216365767,nan,nan,0.9973303079605103,0.011575954034924507
2,low_diversity,1,0.6355,1,token_mean,key,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.5844668549684859,0.19594951585851475,0.06860874132060853,0.0029960148967802525,0.06561273336410522,1.5343944555283289,0.07226361587713719,0.16787693410249874,nan,nan,0.7679184079170227,0.013021635822951794
2,low_diversity,1,0.6355,1,token_mean,key,all,majority_duality,96,2,2,1,0,2.0,nan,nan,0.3120653165952922,0.05055519453416672,0.01790125213303656,0.0005153006641194224,0.017385952174663544,1.2242974538440135,0.018217705530516746,0.12008270351893163,nan,nan,0.8566112518310547,0.009700939990580082
2,low_diversity,1,0.6355,1,token_mean,key,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.005192186500840126,0.006926167674526947,0.01969206536062216,0.0005494480719789863,0.019142616540193558,1.188584218144618,0.019145914183364178,0.28040638708958915,nan,nan,0.9972915053367615,0.01087946817278862
2,low_diversity,1,0.6355,1,cls,value,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.965110073597644,1.9325866438572805,0.0,0.0,0.0,1.0,8.7424832997951e-12
2,low_diversity,1,0.6355,1,cls,value,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9334262477741169,1.8098983140807376,0.0,0.0,0.0,1.0,1.6895490215218523e-11
2,low_diversity,1,0.6355,1,cls,value,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9003693773881194,5.514043201433039e-14,0.0,nan,nan,1.0,1e-12
2,low_diversity,1,0.6355,1,cls,value,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9334262477741173,2.19872681607989,0.0,nan,nan,1.0,6.3530894954533235e-12
2,low_diversity,1,0.6355,1,cls,value,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9334262477741173,2.19872681607989,0.0,nan,nan,1.0,6.3530894954533235e-12
2,low_diversity,1,0.6355,1,cls,value,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9168978125811182,1.972505847936755,0.0,0.0,0.0,1.0,6.3530894954533235e-12
2,low_diversity,1,0.6355,1,cls,value,all,double_negation,96,2,2,1,0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9003693773881194,5.514043201433039e-14,0.0,nan,nan,1.0,1e-12
2,low_diversity,1,0.6355,1,cls,value,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.0,0.0,0.0,0.0,0.0,1.9392976143382545,2.0097687028202325,0.0,nan,nan,1.0,1.1694460504141357e-11
