architecture_layers,condition,seed,ood_accuracy_mean,measured_layer,scope,component,head,family,diagram_count,vertices_per_diagram,edges_per_diagram,loops_per_diagram,path_pairs_per_diagram,mean_loop_length,semantic_accuracy,prediction_consistency,identity_error,transport_error,holonomy_error,holonomy_systematic_error,holonomy_dispersion_error,holonomy_rotation_error,holonomy_linear_action_error,holonomy_edge_accumulation_ratio,path_agreement_error,path_endpoint_error,edge_cka,activation_variance
6,higher_diversity,2,0.6775,4,cls,value,1,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.7080516435032036,0.7799355756452842,0.8831738315152706,0.05562739446759224,0.8275464177131653,1.496795969502202,0.8315096112097541,0.1957323681117539,nan,nan,0.553386390209198,0.1305418610572815
6,higher_diversity,2,0.6775,4,cls,value,1,ite_expansion,96,2,2,1,0,2.0,nan,nan,1.8961274430618393,0.9082580073486468,0.6307312700479799,0.013789206743240356,0.6169420480728149,1.3807957965821291,1.0640168303968034,0.3614544235008823,nan,nan,0.5513278245925903,0.24670998752117157
6,higher_diversity,2,0.6775,4,cls,value,1,majority_duality,96,2,2,1,0,2.0,nan,nan,1.753543885480619,0.6955412012874665,0.2657307804826894,0.015206603333353996,0.2505241930484772,0.8554944730743744,0.4624303649295216,0.22393484087361668,nan,nan,0.6228358149528503,0.14837071299552917
6,higher_diversity,2,0.6775,4,cls,value,1,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.7124983267639765,0.7787868986656434,1.0386546914050678,0.06386885046958923,0.9747858643531799,1.5875637683169792,0.9787316344128147,0.23033722155809247,nan,nan,0.5957252383232117,0.24869219958782196
6,higher_diversity,2,0.6775,4,cls,value,2,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.34131084721751553,0.3570553729470067,0.2897248786129566,0.02812066860496998,0.2616041898727417,0.5234641748317409,0.26703521539864383,0.23340141041990706,0.055211201210914794,0.7154479793487485,0.7852838039398193,0.24340419471263885
6,higher_diversity,2,0.6775,4,cls,value,2,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.35650661948935897,0.382062803738386,0.2818792323174528,0.011182776652276516,0.2706964313983917,0.5493345179233015,0.26611210571184235,0.22732422899200705,0.009228304608799387,1.0696061382285094,0.7700938582420349,0.1641106754541397
6,higher_diversity,2,0.6775,4,cls,value,2,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.9193474749420066,0.9697513715820062,0.4752160705220424,0.03011281229555607,0.4451032280921936,1.0748134556273237,0.44776393556653865,0.280754025757195,nan,nan,0.5616140961647034,0.33209821581840515
6,higher_diversity,2,0.6775,4,cls,value,2,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,1.0378446074318428,0.7127540952689058,0.6198829746886692,0.02390148863196373,0.5959814786911011,1.459393969954213,0.8551593903362739,0.22618772440920365,nan,nan,0.3233756422996521,0.1530025750398636
6,higher_diversity,2,0.6775,4,cls,value,2,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,1.161427238438842,0.6492660081145104,0.405655720688477,0.04862518608570099,0.3570305407047272,1.4337136244106452,0.48245281929851724,0.16297330272143032,nan,nan,0.14751625061035156,0.22177094221115112
6,higher_diversity,2,0.6775,4,cls,value,2,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,1.0212613118028735,0.7791509458221672,0.5605844908841724,0.0425758920609951,0.5180085897445679,1.1188688037198153,0.6493132941894094,0.2553019754544861,0.7785948940621039,0.8818097764298433,0.4679708778858185,0.28708115220069885
6,higher_diversity,2,0.6775,4,cls,value,2,double_negation,96,2,2,1,0,2.0,nan,nan,2.1437816193093626,0.8937090934946175,0.44857426126223926,0.008383647538721561,0.4401906132698059,0.9482776664884446,0.5354193567253761,0.2752192662629121,nan,nan,0.2350807934999466,0.40371251106262207
6,higher_diversity,2,0.6775,4,cls,value,2,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.6964050524570992,0.7596759311693029,0.8757725254729521,0.05823491886258125,0.8175376057624817,1.5306735560444291,0.819311327328238,0.19881536338110053,nan,nan,0.5960289239883423,0.14341899752616882
6,higher_diversity,2,0.6775,4,cls,value,2,ite_expansion,96,2,2,1,0,2.0,nan,nan,2.0186452850045513,0.8550415279965146,0.4297913687320826,0.012431194074451923,0.4173601567745209,1.0971263775541564,0.7767009924234115,0.26982584445120533,nan,nan,0.5707435011863708,0.2999902665615082
6,higher_diversity,2,0.6775,4,cls,value,2,majority_duality,96,2,2,1,0,2.0,nan,nan,1.8736928343968486,0.6011900879456163,0.24867541516232616,0.013273566029965878,0.23540185391902924,0.8942140985649635,0.43125064932000823,0.23098202437327195,nan,nan,0.5296651721000671,0.1777862161397934
6,higher_diversity,2,0.6775,4,cls,value,2,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.6970433907235944,0.7523953667581673,0.9186028345303436,0.07028497755527496,0.8483178615570068,1.6579068991578725,0.8515431346389785,0.21452469380666225,nan,nan,0.5891352295875549,0.29699158668518066
6,higher_diversity,2,0.6775,4,cls,value,3,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.34404409896774296,0.3613839542377207,0.3150669546340885,0.03038204275071621,0.2846848964691162,0.6042724635774146,0.28807683614529045,0.264839984369919,0.055620744377095806,0.7027342464093654,0.7597916722297668,0.20614074170589447
6,higher_diversity,2,0.6775,4,cls,value,3,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.36658440828535305,0.3971437613041765,0.31570878638083355,0.01347108744084835,0.30223768949508667,0.5605877398745814,0.297746902101636,0.24121145159043422,0.011768122729337603,1.0834984712988447,0.7696382403373718,0.1451672911643982
6,higher_diversity,2,0.6775,4,cls,value,3,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.9312556886751695,0.9703885452539516,0.6105364121387489,0.022167818620800972,0.5883685350418091,1.2490818538970603,0.5901546970748852,0.33794415912082054,nan,nan,0.5628164410591125,0.268176406621933
6,higher_diversity,2,0.6775,4,cls,value,3,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,1.2519580949685933,0.7355615966193154,0.7864644837770525,0.05991588532924652,0.7265486121177673,1.5118140964847815,1.023869031660198,0.27706673502118834,nan,nan,0.13752873241901398,0.13328750431537628
6,higher_diversity,2,0.6775,4,cls,value,3,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,1.1915706162927477,0.7491185299614065,0.5653014916813868,0.06397242844104767,0.5013290643692017,1.5027748398854686,0.7732806825735693,0.19387871777169643,nan,nan,0.15531915426254272,0.17006635665893555
6,higher_diversity,2,0.6775,4,cls,value,3,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,1.1149218581081075,0.8263886043255104,0.5323257846905226,0.021293796598911285,0.511031985282898,1.0992012767122865,0.6441762141046382,0.2311833101073567,0.8394686916336245,0.8718885614814512,0.3650648891925812,0.22910596430301666
6,higher_diversity,2,0.6775,4,cls,value,3,double_negation,96,2,2,1,0,2.0,nan,nan,2.132342594248653,0.9221280027769309,0.5212821784486806,0.011196985840797424,0.5100851655006409,1.0300842842822033,0.6058907177560581,0.29455573193392237,nan,nan,0.33652716875076294,0.31563666462898254
6,higher_diversity,2,0.6775,4,cls,value,3,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.7169160089410075,0.7897200984652462,1.0321798468490742,0.05619855225086212,0.9759813547134399,1.5682676047764248,0.979474409630753,0.22335477062969378,nan,nan,0.5450948476791382,0.12331840395927429
6,higher_diversity,2,0.6775,4,cls,value,3,ite_expansion,96,2,2,1,0,2.0,nan,nan,1.7976365940189611,1.0528972818210334,0.6488760701326597,0.02127860300242901,0.6275975108146667,1.3072020493528311,0.8899980120549008,0.325435242072278,nan,nan,0.46891409158706665,0.21060220897197723
6,higher_diversity,2,0.6775,4,cls,value,3,majority_duality,96,2,2,1,0,2.0,nan,nan,2.2159706868383005,0.6414004275730664,0.27305559725277295,0.01356594730168581,0.25948962569236755,0.7979894560668147,0.7341921732762269,0.23278049054100156,nan,nan,0.715933620929718,0.16220438480377197
6,higher_diversity,2,0.6775,4,cls,value,3,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.7025096130677643,0.7663645245800359,0.9238220228895198,0.04187275096774101,0.881949245929718,1.5309855317831926,0.8863494875851683,0.2085706394202362,nan,nan,0.5878000855445862,0.23853707313537598
6,higher_diversity,2,0.6775,4,token_mean,value,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.033908090186251016,0.038760306152150356,0.04482310434637046,0.0013868740061298013,0.04343622922897339,1.348062859582315,0.043830872197192144,0.27244854793006473,0.007883825894257273,0.0780783079264565,0.9833232760429382,0.062178418040275574
6,higher_diversity,2,0.6775,4,token_mean,value,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.029182005599094573,0.03327413101673089,0.030824077011616657,0.0009307991713285446,0.02989327721297741,1.185071990802116,0.02927409816006586,0.2562472193766509,0.003937529729104407,0.09625606522210335,0.9852932095527649,0.04255528375506401
6,higher_diversity,2,0.6775,4,token_mean,value,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.0917311978405826,0.10353173736221585,0.05714789963016965,0.0035727210342884064,0.05357517674565315,1.3845668792679675,0.053739988305646004,0.3016129721989947,nan,nan,0.9653259515762329,0.10574948787689209
6,higher_diversity,2,0.6775,4,token_mean,value,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.4150520820496122,0.11960096405039876,0.06397690849821339,0.003703040536493063,0.06027386710047722,1.5682079424169542,0.06897142032925954,0.1463305421209137,nan,nan,0.5610702633857727,0.08970340341329575
6,higher_diversity,2,0.6775,4,token_mean,value,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.1924537244083449,0.10496583155435267,0.06886488514788773,0.006171193905174732,0.06269368529319763,1.56469194191553,0.07413433830528263,0.1821092604004476,nan,nan,0.8834002017974854,0.08911147713661194
6,higher_diversity,2,0.6775,4,token_mean,value,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.15115765076627563,0.1283309673343666,0.057810027539721025,0.0030069283675402403,0.05480310320854187,1.514130602880405,0.053949535597553507,0.1607997196981889,0.07571089535766448,0.17001927953116466,0.9102694988250732,0.08622101694345474
6,higher_diversity,2,0.6775,4,token_mean,value,all,double_negation,96,2,2,1,0,2.0,nan,nan,1.0966150427109456,0.27497335678708673,0.05457650701960207,0.0022859538439661264,0.052290551364421844,1.26390549395504,0.06541891845817559,0.1338481013261141,nan,nan,0.30295953154563904,0.13525007665157318
6,higher_diversity,2,0.6775,4,token_mean,value,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.0699195258277469,0.07951929725428662,0.10110751583002915,0.003965676296502352,0.09714183956384659,1.6287257724869735,0.09734547054941424,0.22251033884320562,nan,nan,0.9592231512069702,0.08342744410037994
6,higher_diversity,2,0.6775,4,token_mean,value,all,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.342355493731823,0.23552764147757213,0.071366709055912,0.002467034850269556,0.06889967620372772,1.5153165825825907,0.07286773560020908,0.18934263638739565,nan,nan,0.8118836879730225,0.08276977390050888
6,higher_diversity,2,0.6775,4,token_mean,value,all,majority_duality,96,2,2,1,0,2.0,nan,nan,0.30859101602987643,0.1530837817027183,0.042540751045574636,0.0029407076071947813,0.03960004076361656,1.3170988500795457,0.0430748943096261,0.19526220924794493,nan,nan,0.7511317133903503,0.06786976009607315
6,higher_diversity,2,0.6775,4,token_mean,value,all,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.0698063914645121,0.07994634775605859,0.09790623678585546,0.006150269415229559,0.09175597131252289,1.668660460731026,0.09237343823134267,0.20869893429271966,nan,nan,0.967327356338501,0.08202899992465973
6,higher_diversity,2,0.6775,4,token_mean,value,0,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.03002990166044437,0.03120905707573112,0.015764691886795218,0.0008549260091967881,0.014909765683114529,0.19677792514875603,0.014956437795965482,0.12898719532573483,0.0023610719571261363,0.05915799937950908,0.9828882813453674,0.08027490228414536
6,higher_diversity,2,0.6775,4,token_mean,value,0,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.027726720094555627,0.028856249459020312,0.009857485548532273,0.0009453568491153419,0.008912129327654839,0.10074092505646202,0.008278937105719291,0.10149920552682151,5.551806135340076e-05,0.09006491480383247,0.9838968515396118,0.051744747906923294
6,higher_diversity,2,0.6775,4,token_mean,value,0,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.08386669668663453,0.09027905090142317,0.03330279730031863,0.0030614566057920456,0.030241340398788452,0.4696183350049535,0.03029559402952834,0.2201408764547194,nan,nan,0.9593304991722107,0.12762899696826935
6,higher_diversity,2,0.6775,4,token_mean,value,0,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.3882398283077553,0.11384495281372176,0.029306335351514966,0.0031830454245209694,0.0261232890188694,0.3988243285515691,0.029067865909749396,0.07682686083113226,nan,nan,0.6082868576049805,0.10808170586824417
6,higher_diversity,2,0.6775,4,token_mean,value,0,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.18025614679043514,0.09277501616170836,0.027624724177562066,0.004377377685159445,0.02324734628200531,0.38917737946784087,0.026759597042634274,0.08876425524336469,nan,nan,0.8827199339866638,0.11126596480607986
6,higher_diversity,2,0.6775,4,token_mean,value,0,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.15187227869319922,0.11890913236702534,0.02791285308682792,0.0035397785250097513,0.024373073130846024,0.42406638011110404,0.02261798329831991,0.08686116091616451,0.03344803970422221,0.1545102686134958,0.8994290232658386,0.10517492145299911
6,higher_diversity,2,0.6775,4,token_mean,value,0,double_negation,96,2,2,1,0,2.0,nan,nan,1.120819845744462,0.2770883811462203,0.0343560955553565,0.0021399762481451035,0.03221611678600311,0.3824254433752136,0.038849568982173316,0.08442509255120094,nan,nan,0.31487414240837097,0.1707620620727539
6,higher_diversity,2,0.6775,4,token_mean,value,0,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.06509977084844502,0.0682085344130917,0.060123589697997346,0.00402751425281167,0.05609607696533203,0.6898909542714485,0.05617358842840767,0.16307664568215352,nan,nan,0.9577983021736145,0.10709455609321594
6,higher_diversity,2,0.6775,4,token_mean,value,0,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.3358164186263268,0.22347158924153462,0.032234039092855764,0.0018154473509639502,0.03041858971118927,0.5263674784251878,0.03272976196336321,0.09816966609159343,nan,nan,0.7775097489356995,0.10430008172988892
6,higher_diversity,2,0.6775,4,token_mean,value,0,majority_duality,96,2,2,1,0,2.0,nan,nan,0.2819660795788175,0.1385174324202865,0.016016604661662014,0.0021009319461882114,0.013915671966969967,0.19079393413286957,0.015195652604694021,0.09460601809961805,nan,nan,0.7860094308853149,0.08678573369979858
6,higher_diversity,2,0.6775,4,token_mean,value,0,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.06197717743427507,0.06490952458931318,0.05215271061550167,0.004108715336769819,0.04804399609565735,0.6421897210014077,0.048321693780797925,0.14519512156912792,nan,nan,0.9662014842033386,0.10695646703243256
6,higher_diversity,2,0.6775,4,token_mean,value,1,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.03303852896660484,0.034685108033554735,0.018136943939472787,0.001444508321583271,0.01669243536889553,0.21386611278364898,0.016780494521603136,0.1361057369149079,0.00253429373639401,0.06807194776672097,0.9834429025650024,0.06046796217560768
6,higher_diversity,2,0.6775,4,token_mean,value,1,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.02996538268778749,0.031391474183734384,0.011937971778639866,0.0004938928177580237,0.011444078758358955,0.12314753041559096,0.010916171952065934,0.11074924732145125,0.00010069450842526785,0.09591975256748848,0.9838482737541199,0.03972351923584938
6,higher_diversity,2,0.6775,4,token_mean,value,1,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.08834335756416033,0.09469875151024645,0.03649859218231773,0.002205168828368187,0.03429342433810234,0.5119523990663255,0.03432833315837745,0.22425836509417277,nan,nan,0.9651487469673157,0.10678938776254654
6,higher_diversity,2,0.6775,4,token_mean,value,1,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.3657864862303963,0.11135041049747851,0.029971263509666064,0.0023257024586200714,0.02764555998146534,0.39960754005290816,0.03069522686386113,0.07386196447078587,nan,nan,0.6132734417915344,0.08660409599542618
6,higher_diversity,2,0.6775,4,token_mean,value,1,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.16380192912043157,0.09245100171535141,0.031351343337425126,0.0034526106901466846,0.02789873071014881,0.43694349060141446,0.03149073368358353,0.09595409001791837,nan,nan,0.9062935709953308,0.08857414871454239
6,higher_diversity,2,0.6775,4,token_mean,value,1,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.14282513391951734,0.11908412900277572,0.02719781800208891,0.001819505007006228,0.025378311052918434,0.4031920256323492,0.02439923142235143,0.08522837802057152,0.03765432210476365,0.153749951020503,0.9144919514656067,0.08174469321966171
6,higher_diversity,2,0.6775,4,token_mean,value,1,double_negation,96,2,2,1,0,2.0,nan,nan,0.7374778872296849,0.275864434086889,0.04202210181160851,0.002835355931892991,0.0391867458820343,0.5222092740533063,0.045316839675424506,0.09801525383991135,nan,nan,0.5388062000274658,0.12091023474931717
6,higher_diversity,2,0.6775,4,token_mean,value,1,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.0685172266194217,0.07186421469545559,0.07183432320312015,0.004168955609202385,0.06766536831855774,0.6777303382939311,0.06775828041258845,0.17533904294784622,nan,nan,0.9579374194145203,0.07661087810993195
6,higher_diversity,2,0.6775,4,token_mean,value,1,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.33287050148904773,0.22357885833671318,0.04716769629478721,0.0019345363834872842,0.04523316025733948,0.7163296945282475,0.049615586472600635,0.1392045875601869,nan,nan,0.834977924823761,0.0786982998251915
6,higher_diversity,2,0.6775,4,token_mean,value,1,majority_duality,96,2,2,1,0,2.0,nan,nan,0.26967574431957575,0.15163084560396753,0.017546104046806316,0.0018967230571433902,0.015649382025003433,0.16790058783238979,0.017129817736861116,0.08617133602638756,nan,nan,0.7913206815719604,0.061133891344070435
6,higher_diversity,2,0.6775,4,token_mean,value,1,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.06773295836655446,0.07095349340721392,0.0629290762784655,0.007284651044756174,0.05564441904425621,0.6729540141974127,0.05578897665971377,0.15731051786101793,nan,nan,0.9667736291885376,0.07898048311471939
6,higher_diversity,2,0.6775,4,token_mean,value,2,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.034216868878283326,0.03574657388297735,0.01988773399096832,0.0012883917661383748,0.018599342554807663,0.21524023518008542,0.01868867896953566,0.14461250362014633,0.0024438648651796406,0.06711926218218768,0.9813882112503052,0.06532412022352219
6,higher_diversity,2,0.6775,4,token_mean,value,2,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.02849769326477397,0.029931655141979374,0.012569145333504447,0.0013919861521571875,0.01117715798318386,0.1203527854924052,0.01069284496501777,0.12584225274809047,8.166280230838037e-05,0.08855288713321342,0.9839913845062256,0.046395108103752136
6,higher_diversity,2,0.6775,4,token_mean,value,2,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.09181475044310836,0.09892207849260519,0.0349528353005544,0.003323778510093689,0.0316290557384491,0.5096311031536044,0.0316943063343791,0.20593516634805967,nan,nan,0.9596846103668213,0.10891339927911758
6,higher_diversity,2,0.6775,4,token_mean,value,2,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.4930511788375321,0.11871534160153091,0.03042008582993643,0.00348959700204432,0.026930490508675575,0.381292618588506,0.03114375245196631,0.07266388284679536,nan,nan,0.49410784244537354,0.09754312038421631
6,higher_diversity,2,0.6775,4,token_mean,value,2,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.2443181887902164,0.11252233516699311,0.04076461621661246,0.003392876125872135,0.037371739745140076,0.5616483219217959,0.05108068813572582,0.10410695414438487,nan,nan,0.7949991226196289,0.09003745764493942
6,higher_diversity,2,0.6775,4,token_mean,value,2,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.14807827540423857,0.12440299103278064,0.02752765611139707,0.0015772295882925391,0.02595042809844017,0.48276775861803434,0.024611142075792136,0.0823692045361394,0.041343656259206815,0.16860603393990292,0.9024406671524048,0.09562589973211288
6,higher_diversity,2,0.6775,4,token_mean,value,2,double_negation,96,2,2,1,0,2.0,nan,nan,1.2463858659523306,0.3091236695108527,0.03854378397423314,0.0020890843588858843,0.0364546999335289,0.401990796218839,0.0484219411130433,0.08847733242798998,nan,nan,0.17256414890289307,0.1458500176668167
6,higher_diversity,2,0.6775,4,token_mean,value,2,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.06929070264884779,0.07283188334794115,0.0768806502525529,0.005146985873579979,0.07173366099596024,0.6376293958901041,0.07185178065190234,0.18859829362361843,nan,nan,0.9556348919868469,0.08932026475667953
6,higher_diversity,2,0.6775,4,token_mean,value,2,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.35166058938905875,0.2531169510507699,0.03754582678954512,0.001998448744416237,0.03554737940430641,0.511121684084009,0.03771350730215295,0.107115555231725,nan,nan,0.8032787442207336,0.0870370864868164
6,higher_diversity,2,0.6775,4,token_mean,value,2,majority_duality,96,2,2,1,0,2.0,nan,nan,0.29739542662453533,0.14210919789620446,0.019011558206793434,0.004030955024063587,0.014980602078139782,0.18038676022269476,0.016508734583473014,0.09950273395515592,nan,nan,0.7642341256141663,0.07266736030578613
6,higher_diversity,2,0.6775,4,token_mean,value,2,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.07015240295707383,0.07349847549975358,0.0674183741882197,0.007045720238238573,0.06037265062332153,0.6792623501588296,0.06057371563135888,0.16764894610602976,nan,nan,0.962933361530304,0.08719611167907715
6,higher_diversity,2,0.6775,4,token_mean,value,3,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.041968081536634075,0.043677734969836096,0.027749628190736893,0.0015441356226801872,0.02620549313724041,0.20179286049638176,0.02635328719502825,0.15745956012047896,0.0035471154839787776,0.08438876996945098,0.976895272731781,0.04264666885137558
6,higher_diversity,2,0.6775,4,token_mean,value,3,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.03152871379709768,0.033235939659206404,0.014857589348417176,0.0007027852698229253,0.01415480487048626,0.11602981402251718,0.013644739722049786,0.1296129790687673,0.00010499936304196604,0.10063658331352467,0.9839622378349304,0.03235774114727974
6,higher_diversity,2,0.6775,4,token_mean,value,3,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.10875753987056005,0.11783636813596317,0.04931573536603514,0.0047822208143770695,0.044533513486385345,0.5777366526405142,0.044644957174252375,0.24715387749663362,nan,nan,0.9523524045944214,0.07966617494821548
6,higher_diversity,2,0.6775,4,token_mean,value,3,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,0.4083875730152077,0.13025230247880348,0.0446738746620696,0.005294471047818661,0.03937940299510956,0.46137934019520005,0.04298454451060608,0.09456011817454553,nan,nan,0.5456703901290894,0.06658467650413513
6,higher_diversity,2,0.6775,4,token_mean,value,3,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,0.1808152253598189,0.11740861997787268,0.03996794907241905,0.0044736675918102264,0.035494282841682434,0.5084520074814654,0.04252600237325913,0.10003526101839655,nan,nan,0.9125762581825256,0.06656830757856369
6,higher_diversity,2,0.6775,4,token_mean,value,3,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.1656020311726868,0.1469245629300126,0.04054701224238617,0.0048462459817528725,0.03570076450705528,0.36931456226181464,0.032114617611640944,0.09613970355273051,0.059307107742046804,0.1929933725113557,0.9074984788894653,0.06233857944607735
6,higher_diversity,2,0.6775,4,token_mean,value,3,double_negation,96,2,2,1,0,2.0,nan,nan,1.2652117827207927,0.3097769200614544,0.04508601406481309,0.0017786928219720721,0.04330731928348541,0.45220834668180326,0.055244133851030906,0.09544721316136622,nan,nan,0.23961159586906433,0.10347796231508255
6,higher_diversity,2,0.6775,4,token_mean,value,3,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.08112129618722196,0.08638523643510478,0.10213640548805947,0.007119075860828161,0.09501734375953674,0.7013854918000685,0.09515259144301484,0.2123763040013511,nan,nan,0.9525430798530579,0.06068405881524086
6,higher_diversity,2,0.6775,4,token_mean,value,3,ite_expansion,96,2,2,1,0,2.0,nan,nan,0.352489031350839,0.2728686838763858,0.05075467421242605,0.003055550856515765,0.04769912362098694,0.5557351634596237,0.05051802856577037,0.11421288703220045,nan,nan,0.8022864460945129,0.0610436350107193
6,higher_diversity,2,0.6775,4,token_mean,value,3,majority_duality,96,2,2,1,0,2.0,nan,nan,0.4167268587486478,0.18267914445547628,0.01989891656139617,0.002936221659183502,0.016962694004178047,0.15829276780265106,0.018957929274712078,0.08407778253359459,nan,nan,0.5836254358291626,0.05089206621050835
6,higher_diversity,2,0.6775,4,token_mean,value,3,nary_and_hexagon,96,6,6,1,0,6.0,nan,nan,0.08746601400001021,0.09197493050849297,0.08829683517869749,0.00627657026052475,0.08202026039361954,0.6089621312563299,0.08232934678691008,0.16716941340911415,nan,nan,0.9536739587783813,0.054982904344797134
6,higher_diversity,2,0.6775,5,cls,query,all,associativity_pentagon,96,5,8,1,1,5.0,nan,nan,0.2964989304731166,0.3327528664397307,0.38509160824843647,0.039582327008247375,0.34550926089286804,1.486194269186605,0.3518997713996747,0.32937542336228615,0.07665579669436884,0.7081769731560728,0.8292087912559509,0.5880997180938721
6,higher_diversity,2,0.6775,5,cls,query,all,commutativity_cube,96,8,24,6,5,4.0,nan,nan,0.30570188798768094,0.3434851687866618,0.3132700434194274,0.009161806665360928,0.304108202457428,1.4259302965695229,0.3005006732590041,0.2727781675168635,0.05212588650947875,0.8710701899005979,0.85251384973526,0.4989696443080902
6,higher_diversity,2,0.6775,5,cls,query,all,commutativity_involution,96,2,2,1,0,2.0,nan,nan,0.7214829629754042,0.7716482080981906,0.4458216080061842,0.03080807812511921,0.4150135815143585,1.661287710019015,0.4162149120000929,0.3253714767407713,nan,nan,0.6744243502616882,0.8060328960418701
6,higher_diversity,2,0.6775,5,cls,query,all,demorgan_and_square,96,4,4,1,0,4.0,nan,nan,1.1086171809067156,0.6003028296325723,0.47396173035041805,0.016083698719739914,0.4578780233860016,1.8475797163905059,0.8511016352163261,0.21386199331415515,nan,nan,0.2576746642589569,0.37500372529029846
6,higher_diversity,2,0.6775,5,cls,query,all,demorgan_or_square,96,4,4,1,0,4.0,nan,nan,1.0665773039436406,0.6251828024815967,0.5223305576821307,0.08346380293369293,0.4388667345046997,1.82747812808843,0.7899289315118806,0.22079365952271668,nan,nan,0.3023011088371277,0.45900511741638184
6,higher_diversity,2,0.6775,5,cls,query,all,distributivity_diamond,96,4,5,2,1,3.0,nan,nan,0.8087935772489374,0.6645150577788286,0.4682581927245655,0.02337333932518959,0.4448848366737366,1.688727010736848,0.5404417355288703,0.26622130061848487,0.6517078581723608,0.7085279858301116,0.6288287043571472,0.7207837104797363
6,higher_diversity,2,0.6775,5,cls,query,all,double_negation,96,2,2,1,0,2.0,nan,nan,2.206134638982338,0.856217483493613,0.3609235992326618,0.008331811055541039,0.35259178280830383,1.5043741449482866,0.4444093991364935,0.2312935008126621,nan,nan,0.26716646552085876,0.9953524470329285
6,higher_diversity,2,0.6775,5,cls,query,all,exact1_hexagon,96,6,6,1,0,6.0,nan,nan,0.6128848352833239,0.6869966625319619,0.8297214328163872,0.08222714066505432,0.7474942803382874,1.8205255117868615,0.7527789392721723,0.21314441624719005,nan,nan,0.7055381536483765,0.37498152256011963
