architecture_layers,condition,seed,measured_layer,scope,component,head,ood_accuracy_mean,identity_error,transport_error,holonomy_error,holonomy_rotation_error,holonomy_linear_action_error,holonomy_systematic_error,holonomy_dispersion_error,holonomy_edge_accumulation_ratio,path_agreement_error,path_endpoint_error,activation_variance,edge_improvement_over_identity,supported
4,low_diversity,1,1,cls,value,all,0.639,0.0,0.0,0.0,1.952765923354608,1.1864352186564042,0.0,0.0,0.0,0.0,0.0,5.744698870518619e-12,nan,False
4,low_diversity,1,1,token_mean,value,all,0.639,0.17442501318565432,0.043814371980228896,0.019194140189518073,1.2741244636173754,0.019409273158739113,0.0008270672498673031,0.0183670724615116,0.1908673740173539,0.025828780239173857,0.07467126627963751,0.01067815280773423,0.7488068300525579,True
4,low_diversity,1,2,cls,query,all,0.639,0.6936850183209292,0.45109798859700984,0.35316432572542605,1.574057485282041,0.3705587570287505,0.01750286939469251,0.33566145869818603,0.25662686370285936,0.20109538356127113,0.6507455915150265,0.005237669683992863,0.34970775397615395,True
4,low_diversity,1,2,token_mean,query,all,0.639,0.20383958143252084,0.05449595973448254,0.03181472993578354,1.249293260150553,0.032385083862488964,0.001278806665637107,0.030535922893746334,0.258840866649537,0.031040121621316263,0.0903944571433587,0.010850353716787968,0.7326527097853028,True
4,low_diversity,1,2,cls,key,all,0.639,0.7215884881004673,0.4857535422155445,0.3816815574131933,1.5639224769179128,0.39841948479775424,0.01872718274932016,0.3629543727094477,0.2575399332312028,0.21229704574599192,0.6932565554326203,0.004830327202481302,0.32682747822895875,True
4,low_diversity,1,2,token_mean,key,all,0.639,0.1905204972396014,0.05454623624228996,0.03027027062261426,1.2437286654470068,0.030818873533115753,0.001321056120849045,0.028949215161529453,0.24695680787301225,0.030214614432297334,0.08972847805776345,0.011726543434302916,0.7136988563824092,True
4,low_diversity,1,2,cls,value,all,0.639,0.7292497762675872,0.49204811727401493,0.4125012020728727,1.5703820282266436,0.4263459191164349,0.019980322654274376,0.39252088828520343,0.2695723904134624,0.22647039118313436,0.7108460275828475,0.004527299220419743,0.3252680586446073,True
4,low_diversity,1,2,token_mean,value,all,0.639,0.18892168281989463,0.05427749748326591,0.030270849365682403,1.2361755004888453,0.030676024307000362,0.0013070745388342236,0.028963775289329616,0.2503825928726722,0.030182588682113858,0.08929012789469172,0.011170076629654928,0.7126984225785747,True
4,low_diversity,1,3,cls,query,all,0.639,0.9640863691194957,0.5538636932782637,0.4681763765877246,1.5972230083066663,0.5525738907950885,0.026269953189925713,0.44190642644058575,0.27178513888186334,0.2474053451099226,0.7580160993145135,0.047493047673593865,0.42550407202198104,True
4,low_diversity,1,3,token_mean,query,all,0.639,0.2108451786013161,0.07580332632784335,0.05247328993282216,1.3074062079305053,0.053085592804633104,0.0020895440089093013,0.050383747639981186,0.2771922919225749,0.040034245819638166,0.11497150025073628,0.012928607492623005,0.6404787302669193,True
4,low_diversity,1,3,cls,key,all,0.639,0.9399042457688435,0.5554929453522246,0.4739213037218699,1.613448501372491,0.5392222669116106,0.023066925223578106,0.4508543759584427,0.27494461267942116,0.25932634512517744,0.7585421239424391,0.0440591113133864,0.4089898541762301,True
4,low_diversity,1,3,token_mean,key,all,0.639,0.19805395617642604,0.0708552119828514,0.048326570109047624,1.30586101409642,0.04874888362015544,0.0020669126242864877,0.04625965790315108,0.2713477037753574,0.038765925234864426,0.10993604946470864,0.014270763039927591,0.6422428849654802,True
4,low_diversity,1,3,cls,value,all,0.639,0.9583670092395848,0.5952591590600221,0.5294156557948496,1.6092627878121173,0.5898063843806823,0.030312180434438316,0.4991034662181681,0.2830318949193765,0.2758379176913957,0.7982069405727783,0.040502486073158005,0.37888183407697873,True
4,low_diversity,1,3,token_mean,value,all,0.639,0.20400440208745604,0.07387096193887611,0.04975513213559335,1.3065134208131957,0.05006569429078211,0.0023445900323250416,0.04741054299202832,0.27062985585385374,0.03998257896747657,0.11399210732798508,0.01290146600116383,0.6378952552837176,True
4,low_diversity,1,4,cls,query,all,0.639,1.2223580114336936,0.6950629222110412,0.5229860664806227,1.6392823454928769,0.6727455045703299,0.029993059452284466,0.4929930039427497,0.25509253750812105,0.24544406371419436,0.8828278320308369,0.31605935909531335,0.431375328905639,True
4,low_diversity,1,4,token_mean,query,all,0.639,0.22085603924894406,0.09377578122190343,0.06016183436901801,1.348628963851084,0.06046731269635131,0.0027171476024457,0.057444688102061096,0.2538477780331957,0.03999590212550274,0.13003809444807865,0.01857168599963188,0.5753986101498387,True
4,low_diversity,1,4,cls,key,all,0.639,1.1665768998431851,0.7038991284940322,0.6053777581035553,1.634889405276564,0.7466838861715196,0.03138348214666952,0.5739942910996351,0.2821156814564768,0.3138038588850172,0.9255046880445921,0.2236766219139099,0.3966114633431773,True
4,low_diversity,1,4,token_mean,key,all,0.639,0.20406545044030422,0.08613861915158723,0.05999302207153467,1.3515162394426383,0.06023738266942766,0.002646329331169413,0.05734669230878353,0.2667935792172168,0.04328520839827121,0.12627688333008222,0.01875065741213885,0.5778872956410346,True
4,low_diversity,1,4,cls,value,all,0.639,1.1829784934243477,0.7426434528097416,0.6286440429360831,1.635839867770256,0.7527100370444502,0.03289791552180594,0.5957461134953932,0.27998041396835727,0.3128334905843494,0.9484831701537589,0.21481798521497034,0.37222573619235944,True
4,low_diversity,1,4,token_mean,value,all,0.639,0.21724168967282986,0.09369400229840066,0.06484056271226728,1.346487360670857,0.06487494500490089,0.0032211181982843714,0.061619443988258187,0.2621307563691975,0.04541245019824306,0.13487540256208996,0.01612049722197381,0.568710764312754,True
4,low_diversity,2,1,cls,query,all,0.6305000000000001,0.0,0.0,0.0,1.901636789697657,1.2204316185410575,0.0,0.0,0.0,0.0,0.0,1.3107031322032927e-11,nan,False
4,low_diversity,2,1,token_mean,query,all,0.6305000000000001,0.21448120745664048,0.04685019519286609,0.020303751516499505,1.2641917907899034,0.02078451087793335,0.0008709155041618611,0.01943283536556092,0.19523237649760822,0.02657178515488699,0.07613395185770026,0.010463799815624952,0.781565034305687,True
4,low_diversity,2,1,cls,key,all,0.6305000000000001,0.0,0.0,0.0,1.9030026881766475,1.1625321017437658,0.0,0.0,0.0,0.0,0.0,5.745022435872422e-12,nan,False
4,low_diversity,2,1,token_mean,key,all,0.6305000000000001,0.1707816198607595,0.04396445432697887,0.019528862731159644,1.291355707483582,0.01974169389142909,0.0008010495406448503,0.018727812725542622,0.19485819857483458,0.02585213519054061,0.07343842688246761,0.011110152879899199,0.7425691689607836,True
4,low_diversity,2,1,cls,value,all,0.6305000000000001,0.0,0.0,0.0,1.920258165457301,1.2530482000422294,0.0,0.0,0.0,0.0,0.0,5.5746798039511196e-12,nan,False
4,low_diversity,2,1,token_mean,value,all,0.6305000000000001,0.18260393892818802,0.045156544032336196,0.01933875860779246,1.2667310473159288,0.01964625407660942,0.0008069041703658348,0.018531854793598704,0.1864362752240882,0.025434264148600446,0.07344040575467904,0.01019130592149767,0.7527077219835069,True
4,low_diversity,2,2,cls,query,all,0.6305000000000001,1.0296615123997563,0.7600845055995369,0.678644216415617,1.6224363256734413,0.7379227672415493,0.026644723997874695,0.6519994952461936,0.29011717177668933,0.36978256779402363,1.0223530663670746,0.012845458420501514,0.2618112880338085,True
4,low_diversity,2,2,token_mean,query,all,0.6305000000000001,0.21836977280917524,0.05685839511474555,0.03459380080927161,1.2717563932930254,0.035255892434105825,0.0013220493036152964,0.03327175145122138,0.26302637252157735,0.03236879545739696,0.08951187607303375,0.01103175524622202,0.7396233261439904,True
4,low_diversity,2,2,cls,key,all,0.6305000000000001,1.0638998926451222,0.7900290348938835,0.7589785897604244,1.6358104492447607,0.8240239136414279,0.028856916099109432,0.730121677572077,0.30663013641018455,0.40384692825724616,1.0820137322376606,0.011228155810385942,0.25742164243510446,True
4,low_diversity,2,2,token_mean,key,all,0.6305000000000001,0.18841019562831204,0.056723714757691106,0.0334480996634698,1.274976243729395,0.03394151327118387,0.0012604107561690564,0.032187688926404175,0.2550437910796839,0.03257645500075105,0.08804158388495376,0.011514223307709803,0.6989350041884499,True
4,low_diversity,2,2,cls,value,all,0.6305000000000001,1.0583109120155572,0.8055690869592573,0.7840224111791438,1.6366837184158562,0.8503011755660391,0.03311632201075554,0.7509060827168551,0.30821602644680196,0.41873367040702275,1.0718635191048924,0.011048118795522234,0.23881623272215158,True
4,low_diversity,2,2,token_mean,value,all,0.6305000000000001,0.18083843706799183,0.05776385567335689,0.03470888939163327,1.2680626595457132,0.0351491828566031,0.0013628007516010919,0.033346088264476166,0.26134783978049525,0.031213456060624836,0.08744842328106923,0.010713705369694666,0.6805775552481756,True
4,low_diversity,2,3,cls,query,all,0.6305000000000001,0.9751410315811015,0.7282987627222913,0.6371153945354379,1.62219498000493,0.6842905118756213,0.026497839611362328,0.6106175536459143,0.289663414565247,0.3592933006335575,0.9813325302231831,0.08035022392868996,0.2531349423975916,True
4,low_diversity,2,3,token_mean,query,all,0.6305000000000001,0.21566992276399077,0.07587034031346034,0.05247566968177931,1.3185042962290445,0.05314579180491949,0.001957596094474535,0.05051807348023762,0.26985122972580194,0.038788699787419695,0.10965051482927246,0.01331707513467832,0.6482108430275378,True
4,low_diversity,2,3,cls,key,all,0.6305000000000001,0.9902472871580634,0.7802855564116361,0.7489548342529045,1.6328267322531131,0.7960519005928283,0.028961371884427288,0.719993455843492,0.3144389454444045,0.41486540297514884,1.0534882141577362,0.06721403923901645,0.2120295944955345,True
4,low_diversity,2,3,token_mean,key,all,0.6305000000000001,0.2113336952476904,0.07502970200881766,0.0502538138668488,1.3103382215102501,0.05098991128922937,0.0019202554090456529,0.04833355749195272,0.26494317912750404,0.03892452362979138,0.10590747380998577,0.014171147041700104,0.6449704723097741,True
4,low_diversity,2,3,cls,value,all,0.6305000000000001,0.9883501445038746,0.7959339228892156,0.7684870850000352,1.6308865543576119,0.8096748841990956,0.031996871937404976,0.7364902198314667,0.31306603037586433,0.4303031806153897,1.0609230827805787,0.0661454898389903,0.19468426517127368,True
4,low_diversity,2,3,token_mean,value,all,0.6305000000000001,0.19842110598761878,0.07911677719302757,0.053062778053061165,1.3319688132950527,0.05351289165715444,0.0022668042114343157,0.05079597268592228,0.26498693064033935,0.03847475021762127,0.10974046365685397,0.01299697198820385,0.6012683388733638,True
4,low_diversity,2,4,cls,query,all,0.6305000000000001,1.222561563017287,0.8972389417529553,0.6943519948814103,1.685097072208077,0.7857591339879355,0.033520861698145214,0.6608311398462816,0.282917212414405,0.33665697988506554,1.2169481643103999,0.42529674822633917,0.2660991733303264,True
4,low_diversity,2,4,token_mean,query,all,0.6305000000000001,0.20932841424297874,0.09293191531542087,0.05937586959583687,1.3622492642898387,0.05956559649398103,0.0026205135668119924,0.05675535649061203,0.24488724419704774,0.03866830906029011,0.12323407792379983,0.01919715834612196,0.5560472970117196,True
4,low_diversity,2,4,cls,key,all,0.6305000000000001,1.2133017472367644,0.9358649540171075,0.8374724738605238,1.6792817748715037,0.9074204905154883,0.03732307924127037,0.8001493919979442,0.31218040085665605,0.41206542279878383,1.250483433143212,0.29313476383686066,0.22866265036830757,True
4,low_diversity,2,4,token_mean,key,all,0.6305000000000001,0.2268641510014815,0.09260514997233776,0.06278868475135659,1.365217343942974,0.0633958162220683,0.0026400860727087343,0.060148598118261856,0.2556358313979332,0.04380110536735713,0.12303201253978491,0.018462820994583042,0.5918035107638799,True
4,low_diversity,2,4,cls,value,all,0.6305000000000001,1.2124039260039015,0.945562159631751,0.8470676083418993,1.6828238827050435,0.920799530189095,0.03621955596926538,0.8108480626886542,0.30969075220772296,0.4244948143307878,1.2444025046544074,0.2952425493435426,0.22009312296741257,True
4,low_diversity,2,4,token_mean,value,all,0.6305000000000001,0.2182387881928216,0.09781988958047334,0.06204596759327324,1.3694802529592005,0.062010865494039266,0.002981607611714439,0.05906436118212613,0.245340554207343,0.04012243589231063,0.12727499867413308,0.017255245030603626,0.5517758763669176,True
6,higher_diversity,0,1,cls,query,all,0.687,0.0,0.0,0.0,1.906718003121214,1.148261740273248,0.0,0.0,0.0,0.0,0.0,1.8738637220188697e-11,nan,False
6,higher_diversity,0,1,cls,query,0,0.687,0.0,0.0,0.0,1.6384881695118025,1.0830047037890598,0.0,0.0,0.0,0.0,0.0,1.4734530041789334e-11,nan,False
6,higher_diversity,0,1,cls,query,1,0.687,0.0,0.0,0.0,1.7161855355929831,0.7848009549404932,0.0,0.0,0.0,0.0,0.0,3.690645595320265e-11,nan,False
6,higher_diversity,0,1,cls,query,2,0.687,0.0,0.0,0.0,1.798909430657509,0.8823494459131705,0.0,0.0,0.0,0.0,0.0,1.3802763383010472e-11,nan,False
6,higher_diversity,0,1,cls,query,3,0.687,0.0,0.0,0.0,1.77362300891213,1.031987330919543,0.0,0.0,0.0,0.0,0.0,9.510801079773676e-12,nan,False
6,higher_diversity,0,1,token_mean,query,all,0.687,0.15661661062328686,0.040864896760745735,0.01515575445574609,1.2806812733559214,0.015308279966660237,0.000797601678641513,0.01435815286822617,0.17007304215825644,0.01925381858944545,0.06432438124127386,0.018434883433986794,0.7390768667632649,True
6,higher_diversity,0,1,token_mean,query,0,0.687,0.19934372361190544,0.05938371174029203,0.01294947371671309,0.1393185259821379,0.013298880986365884,0.00095647835934704,0.011992995733056556,0.120350868034865,0.01031505114342648,0.07385963508158151,0.0155118139968677,0.7021039305159973,True
6,higher_diversity,0,1,token_mean,query,1,0.687,0.1495027404056184,0.050056684101701256,0.01083949612009069,0.10560486217404344,0.011195490198692377,0.0007256724810841578,0.010113823873160238,0.11126319967136945,0.010811659153027077,0.06606242177012586,0.017311043952676384,0.6651788190243763,True
6,higher_diversity,0,1,token_mean,query,2,0.687,0.11481551883174489,0.04657006749375132,0.009127705990025551,0.1197956495995494,0.00873869756450779,0.0008350053679102778,0.008292700777846303,0.10756805110715416,0.008175928398888966,0.06344960381562313,0.022070410830730743,0.5943922218215387,True
6,higher_diversity,0,1,token_mean,query,3,0.687,0.1722506643470597,0.05130490905353758,0.013499463976232041,0.138657600420129,0.013461077447213348,0.0009934199069076303,0.01250604418402707,0.11738003890117737,0.02032308995141147,0.06911602861724886,0.018846265802329235,0.7021497174015785,True
6,higher_diversity,0,1,cls,key,all,0.687,0.0,0.0,0.0,1.9400515147627504,1.1000347826610257,0.0,0.0,0.0,0.0,0.0,5.3254819667119584e-12,nan,False
6,higher_diversity,0,1,cls,key,0,0.687,0.0,0.0,0.0,1.849005522541589,1.2012873414256946,0.0,0.0,0.0,0.0,0.0,7.238784579646521e-12,nan,False
6,higher_diversity,0,1,cls,key,1,0.687,0.0,0.0,0.0,1.8087174080244082,1.038721931253133,0.0,0.0,0.0,0.0,0.0,4.513795528163727e-12,nan,False
6,higher_diversity,0,1,cls,key,2,0.687,0.0,0.0,0.0,1.9781809000277732,1.4225015774167666,0.0,0.0,0.0,0.0,0.0,5.213304062435707e-12,nan,False
6,higher_diversity,0,1,cls,key,3,0.687,0.0,0.0,0.0,1.8029707677660485,1.0726372965999464,0.0,0.0,0.0,0.0,0.0,4.336044071144447e-12,nan,False
6,higher_diversity,0,1,token_mean,key,all,0.687,0.1562726631593409,0.04333070622687145,0.016449325444679454,1.2798179232827531,0.01662099049096482,0.0008065860787279565,0.015642739345573566,0.1851903175194665,0.02021537262032472,0.06694151446500836,0.01745973349633542,0.7227236974729867,True
6,higher_diversity,0,1,token_mean,key,0,0.687,0.15995184818058866,0.05548570397168983,0.012121336125537589,0.133795644685938,0.012278689554161283,0.0009188708235425028,0.011202465763992885,0.11645871760956875,0.011360570119990388,0.06887994619545743,0.01979173601351001,0.6531099540091252,True
6,higher_diversity,0,1,token_mean,key,1,0.687,0.1604361000993335,0.051752537910637345,0.011148394444670291,0.11359392902256685,0.011277102647979655,0.0006985568007538942,0.010449837988496503,0.11555763919947104,0.01029925712674456,0.06628100049693834,0.016121533360670914,0.6774258544143437,True
6,higher_diversity,0,1,token_mean,key,2,0.687,0.14357925458782042,0.05212015583513359,0.012732788171117209,0.1392337297925389,0.012881048612011696,0.0008114443824690005,0.011921343922784383,0.12785627950991382,0.013544678714632372,0.0709407320625605,0.017069563777609306,0.6369938262685837,True
6,higher_diversity,0,1,token_mean,key,3,0.687,0.16100521867498527,0.0588830624332701,0.014437255607055383,0.12476625619376637,0.014159054692551624,0.0009680615621618927,0.013469194231385534,0.1306504605164065,0.014164941350408496,0.07671954725422313,0.01685609905557199,0.6342785475038858,True
6,higher_diversity,0,1,cls,value,all,0.687,0.0,0.0,0.0,1.9301592312406932,1.1846320487126198,0.0,0.0,0.0,0.0,0.0,5.131322253152583e-12,nan,False
6,higher_diversity,0,1,cls,value,0,0.687,0.0,0.0,0.0,1.8996350553013945,1.0698031087754314,0.0,0.0,0.0,0.0,0.0,6.8117014751272285e-12,nan,False
6,higher_diversity,0,1,cls,value,1,0.687,0.0,0.0,0.0,1.6858420361235777,1.0862109276729048,0.0,0.0,0.0,0.0,0.0,2.890795480078251e-12,nan,False
6,higher_diversity,0,1,cls,value,2,0.687,0.0,0.0,0.0,1.7034413656532237,1.185365752280138,0.0,0.0,0.0,0.0,0.0,7.078737887837962e-12,nan,False
6,higher_diversity,0,1,cls,value,3,0.687,0.0,0.0,0.0,1.8882622328428587,1.3537533825877563,0.0,0.0,0.0,0.0,0.0,3.932588966310385e-12,nan,False
6,higher_diversity,0,1,token_mean,value,all,0.687,0.16095798896752694,0.043164286285410754,0.016865788490009442,1.292352836275004,0.016953526478213025,0.000736794150064022,0.016128994238732212,0.18591636319649607,0.022016893146986568,0.06892042015241877,0.014735346702350811,0.7318288668845192,True
6,higher_diversity,0,1,token_mean,value,0,0.687,0.15471521842560734,0.05189331627287071,0.012980996971607671,0.12581321870368833,0.012773876657865595,0.0006795879863520068,0.012301408865658397,0.11993202383052583,0.01613887610521047,0.06824370792403546,0.01638991292566061,0.664588158805962,True
6,higher_diversity,0,1,token_mean,value,1,0.687,0.15754451024546906,0.05592038202129746,0.013211477762150538,0.12264808183043036,0.013176965535802459,0.000880255656242794,0.012331221760673956,0.12692740573528674,0.014099952324936124,0.07876437688077559,0.014557858040048317,0.6450502658952173,True
6,higher_diversity,0,1,token_mean,value,2,0.687,0.16276362472751268,0.05079899757617432,0.01265850011310059,0.1317050245718553,0.012612633227374149,0.0007071643670893867,0.011951335906897757,0.12704378525972104,0.012483026312931916,0.0686994263641409,0.01410130728882822,0.6878971105416312,True
6,higher_diversity,0,1,token_mean,value,3,0.687,0.17068348824797341,0.05869114507465254,0.014367757506380424,0.1841261246560579,0.014639587555194062,0.0008482244983580048,0.013519532745704055,0.12842347276957983,0.015520660397647502,0.0766951413566158,0.013892309147525917,0.6561404639833437,True
6,higher_diversity,0,2,cls,query,all,0.687,1.026725512988127,0.8251996591967813,0.6664163587107107,1.6688318576548176,0.6991775627727307,0.033726597035473045,0.6326897686178033,0.2815884784459341,0.3664553057920202,0.9890474746482948,0.06939612769267776,0.19628016567430528,True
6,higher_diversity,0,2,cls,query,0,0.687,1.038644836635523,0.8352721183807575,0.5943498558894562,1.194851179763236,0.6184437347078166,0.03489112464541739,0.5594587393782355,0.25197927171274964,0.26840487393491336,0.9377888013145349,0.07185194438154047,0.19580583379545757,True
6,higher_diversity,0,2,cls,query,1,0.687,1.0063952547916988,0.7830776364745652,0.5461567767799291,1.1872139206035217,0.5613952629078953,0.035416340370747174,0.5107404345815832,0.24910073222023135,0.28655135425314643,0.9514024192047991,0.06975218315016139,0.221898520739106,True
6,higher_diversity,0,2,cls,query,2,0.687,0.9908211595181576,0.8332542110475589,0.6371476691126033,1.1823334072617735,0.6407582098323321,0.039847683711824095,0.5972999849102714,0.26497101985458266,0.3228813600195736,1.0123487386128762,0.06493777951056307,0.15902662852620597,True
6,higher_diversity,0,2,cls,query,3,0.687,1.0659011801280478,0.8635652268679629,0.59456930142664,1.1977763870498037,0.6233002344470661,0.027676090428775005,0.5668931969187476,0.24887117953637236,0.2920790264916513,1.0029715165370272,0.07104260203513232,0.18982618373288418,True
6,higher_diversity,0,2,token_mean,query,all,0.687,0.1868881140118195,0.07577433589862871,0.05606142539870595,1.307070909009389,0.055864121219963384,0.002382126430430534,0.053679299117489296,0.2689371771478814,0.03547018185550501,0.10174901451227532,0.024522878737612205,0.594547056674581,True
6,higher_diversity,0,2,token_mean,query,0,0.687,0.1981832490424492,0.08981329126644516,0.03612457880496177,0.25996179331181185,0.035464738035235505,0.0022457170760555364,0.033878861757164654,0.1585090680547886,0.02122408506070043,0.10921752474944113,0.021001724018291992,0.5468169398756405,True
6,higher_diversity,0,2,token_mean,query,1,0.687,0.17150935903861098,0.074788041507191,0.02808732155398438,0.2536556909320213,0.028496579513524287,0.001623168717328967,0.026464153758504173,0.14862183737677356,0.014820564289707185,0.08918392239289903,0.02641384887763045,0.5639419217329453,True
6,higher_diversity,0,2,token_mean,query,2,0.687,0.17853239574274218,0.07675351621927275,0.0295263078564677,0.2287326036644539,0.02834526923474741,0.002320816078942946,0.027205491734837942,0.1599542631525113,0.01393757587260186,0.09151292554921214,0.026399707167663357,0.5700863369924671,True
6,higher_diversity,0,2,token_mean,query,3,0.687,0.2011911857924769,0.08413405142629461,0.03290686960560591,0.22724560400023375,0.03218916919453278,0.0024018629390577025,0.030505006032233887,0.15372278843312126,0.021847739382513876,0.10464840577544943,0.02427623412487182,0.5818203909137623,True
6,higher_diversity,0,2,cls,key,all,0.687,1.0877305929928944,0.873861920110775,0.740106583251361,1.6671116196645224,0.7803820102258279,0.036299738186326896,0.7038068581711162,0.2869699176510844,0.4353453159617818,1.0877666170229707,0.062365682287649674,0.19661915759274462,True
6,higher_diversity,0,2,cls,key,0,0.687,1.0816598289089692,0.8441719060990507,0.5991901992746815,1.1845155061601929,0.6303576293526828,0.03227505248717286,0.5669151436198842,0.24661887531822965,0.2951884098571812,1.0352791442641012,0.062250100414861335,0.21955878961453523,True
6,higher_diversity,0,2,cls,key,1,0.687,1.106580441004392,0.9455066902059027,0.7375433044012959,1.227206576409892,0.7421056940464983,0.036242321895604786,0.7013009651140734,0.26294924130369157,0.4209854279143008,1.1279039630633265,0.05513634837486527,0.14555991126346868,True
6,higher_diversity,0,2,cls,key,2,0.687,1.0598345030289342,0.8891143190756011,0.6567221800323392,1.1942249451054152,0.6653811346956774,0.03454099951142615,0.6221811920404434,0.2598504114606138,0.366951239318644,1.0842991988488158,0.07168079540133476,0.16108192690974543,True
6,higher_diversity,0,2,cls,key,3,0.687,1.1048667778860748,0.8331253785535732,0.6097143329694923,1.2051582333891235,0.6404712433489984,0.04241738574240695,0.5672969398173419,0.2508398292702357,0.34632518710136306,1.050458857913789,0.06039547818628224,0.2459494708062635,True
6,higher_diversity,0,2,token_mean,key,all,0.687,0.18767254661098018,0.08296278016016366,0.06122495103857013,1.306604372848909,0.06075977620818098,0.0027927012944763355,0.05843225121498108,0.2710634420062734,0.03866364533417317,0.11040558870952923,0.023566488853909752,0.5579386454848173,True
6,higher_diversity,0,2,token_mean,key,0,0.687,0.1765518863531343,0.08866086003157438,0.03296854138881154,0.20319441350627662,0.031786677688212465,0.002418589635371146,0.030549952591007404,0.15251721418108158,0.018903272822956677,0.10360192654829974,0.022639240138232708,0.49781980887908883,True
6,higher_diversity,0,2,token_mean,key,1,0.687,0.19453621909123936,0.08808101779803747,0.033661436412041376,0.20380319352484424,0.03258778879323788,0.0023877760077911344,0.03127366109666499,0.15356265282802353,0.018506332496874413,0.10585886144208889,0.022991259074346584,0.5472256106883283,True
6,higher_diversity,0,2,token_mean,key,2,0.687,0.19627338718727644,0.09020890108507103,0.031017533234518627,0.23591567244237482,0.029856347679459085,0.0024703210378489034,0.028547211973504585,0.1418399569425329,0.015673483150912316,0.1079184865154054,0.02501315742053769,0.5403915814679593,True
6,higher_diversity,0,2,token_mean,key,3,0.687,0.18247250894853922,0.08799878630062276,0.03460476539055785,0.21043817643998544,0.033593764593386394,0.0021170195647176693,0.03248774717477235,0.15605922316045873,0.01765161319590153,0.10371508947689075,0.023622299544513226,0.5177422242523113,True
6,higher_diversity,0,2,cls,value,all,0.687,1.026155039589723,0.8523295617158948,0.6899577612805582,1.6621433293663863,0.7165115750685992,0.03549591451883316,0.654461844400926,0.2801490802181041,0.39145899388475897,1.0416253081786602,0.06213127821683884,0.1693949463458534,True
6,higher_diversity,0,2,cls,value,0,0.687,1.0431070746129965,0.8516737614257966,0.6175174602076824,1.1967355042382026,0.6261965383203418,0.03882238548249006,0.5786950940435583,0.24939208151143963,0.3355091887252386,1.047728035787374,0.05953991142186252,0.18352220768728233,True
6,higher_diversity,0,2,cls,value,1,0.687,0.9530476730032433,0.8038204266246839,0.5408081574145313,1.1920174448170644,0.5392053362042201,0.035634800495410505,0.5051733512770046,0.2386452449386195,0.27253858718546126,0.9199410028909402,0.07364876229654659,0.15657899453058277,True
6,higher_diversity,0,2,cls,value,2,0.687,1.0495600884052834,0.9021728843723822,0.6748972013008939,1.1966377906217855,0.6813470473130191,0.037625185679644346,0.6372720084407113,0.25393922067682806,0.40961196984207454,1.1415855208336805,0.05697578496553681,0.14042759977358077,True
6,higher_diversity,0,2,cls,value,3,0.687,1.0746898705865362,0.8801774530991717,0.668532482632762,1.2439843285214545,0.7195020884695377,0.034530498426068916,0.6340019757097418,0.2666124934908246,0.3382183512406682,1.0421827006554794,0.05836065757003697,0.18099399911641945,True
6,higher_diversity,0,2,token_mean,value,all,0.687,0.20580599675008618,0.08528585709506777,0.06217409991966602,1.3168516035375257,0.06191511376181664,0.0026462036079134455,0.05952789583666758,0.26511190117832545,0.03777157643935881,0.11231109110560324,0.022643195719204166,0.5856007189205867,True
6,higher_diversity,0,2,token_mean,value,0,0.687,0.20027663941229382,0.0881749124004597,0.03472825592735096,0.22029945041988352,0.03419706107028609,0.002041645840191367,0.032686610028825024,0.15895370442756984,0.0182947500237839,0.10200676849963446,0.02332909515296871,0.5597344120651988,True
6,higher_diversity,0,2,token_mean,value,1,0.687,0.17933729262866185,0.08839755622390423,0.03362985691798433,0.21079666580664158,0.03253292160061837,0.002413546364881437,0.031216311099177056,0.15181327699610866,0.01939597540744599,0.11042329151595143,0.02421277498995716,0.5070877064764139,True
6,higher_diversity,0,2,token_mean,value,2,0.687,0.20838620994773782,0.08810015262780158,0.0352546733353279,0.2559260162157758,0.03416051138049231,0.0022675463326529348,0.03298712699589404,0.15356632230104247,0.01633100413225895,0.10416993381978619,0.022265942428599705,0.5772265705590757,True
6,higher_diversity,0,2,token_mean,value,3,0.687,0.23981369663853178,0.09563137784273511,0.03427781271957847,0.2028103482221246,0.03379205541140836,0.0023795992125418375,0.03189821346578273,0.1454997798887032,0.020405810356357353,0.11416127056733122,0.02076496852731163,0.6012263720412971,True
6,higher_diversity,0,3,cls,query,all,0.687,1.0558338583809161,0.6862863141051897,0.5704042442467703,1.6801710680626243,0.6760772479435572,0.025818095881153236,0.5445861437103965,0.2865260855292,0.2842875567077913,0.7908232755832104,0.24980741468342868,0.3500053927446639,True
6,higher_diversity,0,3,cls,query,0,0.687,1.0771956367404827,0.6830283118500222,0.49876854296816203,1.167081417659752,0.5988928416740862,0.032071612859991466,0.46669693155722186,0.25422422845906395,0.22951628307641747,0.7773183363372446,0.2644932283596559,0.3659199048402969,True
6,higher_diversity,0,3,cls,query,1,0.687,1.162757157384971,0.7056488926683162,0.5309834300523046,1.1803209032824933,0.651257518286981,0.02835283407264135,0.5026306022297252,0.25818239629353074,0.229690339450926,0.8319205837270515,0.2271768789399754,0.3931244471929862,True
6,higher_diversity,0,3,cls,query,2,0.687,0.9831158392763523,0.6827128938239604,0.5083612862659356,1.1560569949093025,0.5850800335085596,0.028704339638352394,0.4796569442207163,0.25603239616693074,0.23436422963554948,0.8019055423077646,0.24237442829392172,0.30556210514674564,True
