architecture_layers,condition,seed,measured_layer,scope,component,head,ood_accuracy_mean,identity_error,transport_error,holonomy_error,holonomy_rotation_error,holonomy_linear_action_error,holonomy_systematic_error,holonomy_dispersion_error,holonomy_edge_accumulation_ratio,path_agreement_error,path_endpoint_error,activation_variance,edge_improvement_over_identity,supported
2,higher_diversity,1,1,token_mean,query,all,0.6705000000000001,0.21368967273254744,0.04433426748723907,0.01616924926080328,1.281248075032377,0.016558753425006005,0.0007657415712442757,0.015403508229858497,0.1742124180780128,0.020753509427024325,0.07244898905478028,0.017733325335112484,0.7925296673427566,True
2,higher_diversity,1,1,cls,key,all,0.6705000000000001,0.0,0.0,0.0,1.9362705582828723,1.0647700372663325,0.0,0.0,0.0,0.0,0.0,5.454295711420693e-12,nan,False
2,higher_diversity,1,1,token_mean,key,all,0.6705000000000001,0.15631995421268766,0.04302886405700379,0.016048107930313776,1.2688111287688633,0.016330753917915844,0.0007543976237436502,0.015293710187754848,0.17346588464195908,0.022112867599457773,0.07149526201048072,0.018806475807319988,0.7247385065219565,True
2,higher_diversity,1,1,cls,value,all,0.6705000000000001,0.0,0.0,0.0,1.936624345357246,1.2646535881284817,0.0,0.0,0.0,0.0,0.0,7.539728036861081e-12,nan,False
2,higher_diversity,1,1,token_mean,value,all,0.6705000000000001,0.15329874733115256,0.03953468708121,0.013772484168742261,1.2748302172714927,0.01385815214808469,0.0007022991062099622,0.013070185393603011,0.16253396372568066,0.018526229907340836,0.06712532963108432,0.02054008562117815,0.7421069136605007,True
2,higher_diversity,1,2,cls,query,all,0.6705000000000001,0.7948250981414098,0.5243410342104969,0.4688314020067396,1.7222440190204364,0.47854620190080405,0.07184520977633921,0.39698619463227014,0.2781398046031636,0.217098929813081,0.7312671061665684,0.6011562916365537,0.3403063951596432,True
2,higher_diversity,1,2,token_mean,query,all,0.6705000000000001,0.23437729672373317,0.13770942583169354,0.0741373401831633,1.3767387771294393,0.07371098055924928,0.0038945482493462887,0.07024279270659793,0.20442386235766638,0.04453529457574793,0.16120181983526102,0.030264433727345684,0.4124455407725973,True
2,higher_diversity,1,2,cls,key,all,0.6705000000000001,0.9044767029641213,0.6162493093786127,0.5477271638538412,1.71369931501362,0.5532445273225641,0.08942160082303664,0.458305570889603,0.285229935146095,0.28821432329890057,0.8668166404827744,0.3301441154696725,0.31866757058632833,True
2,higher_diversity,1,2,token_mean,key,all,0.6705000000000001,0.19981171341512083,0.12526258487022596,0.05327736554144653,1.3654390044462081,0.05275661529232998,0.0030138380349275062,0.05026352693411437,0.1743930483343327,0.033338742871425325,0.15060971387884314,0.03761486649851908,0.37309688841922184,True
2,higher_diversity,1,2,cls,value,all,0.6705000000000001,0.9030504652353962,0.6588461312124231,0.6207410575124402,1.7245710388040485,0.6233258588218858,0.08022380637174303,0.5405172407627106,0.2927828196202592,0.34653562921342734,1.017704185479449,0.2806790525263006,0.27042158043661146,True
