architecture_layers,condition,seed,ood_accuracy_mean,baseline,family,diagram_count,vertices_per_diagram,edges_per_diagram,loops_per_diagram,path_pairs_per_diagram,mean_loop_length,semantic_accuracy,prediction_consistency,identity_error,transport_error,holonomy_error,holonomy_systematic_error,holonomy_dispersion_error,holonomy_rotation_error,holonomy_linear_action_error,holonomy_edge_accumulation_ratio,path_agreement_error,path_endpoint_error,edge_cka,activation_variance
2,higher_diversity,1,0.6705000000000001,fitted,majority_duality,96,2,2,1,0,2.0,0.5208333333333334,0.4791666666666667,2.0827682454407577,0.9705166063679946,0.1585447128293152,0.012403937987983227,0.14614076912403107,1.7110097930878714,0.5500387763244917,0.08513563217132451,nan,nan,0.3551546335220337,0.45031699538230896
2,higher_diversity,1,0.6705000000000001,fitted,nary_and_hexagon,96,6,6,1,0,6.0,0.5677083333333334,0.4791666666666667,0.9777105965714533,1.0724298432833457,1.2394800323105506,0.3242684602737427,0.9152116179466248,1.9417859074472015,0.9208053472924639,0.2773147713085709,nan,nan,0.2566870450973511,0.6116766333580017
2,higher_diversity,1,0.6705000000000001,shuffled,associativity_pentagon,96,5,8,1,1,5.0,0.58125,0.59375,0.46733263051869206,2.0245360547223448,2.10371914893797,0.09277798980474472,2.01094126701355,2.0072004700824673,2.0313946480311595,0.23108722505680798,2.5216687716586392,2.1072784693065105,0.5972118377685547,0.8221036195755005
2,higher_diversity,1,0.6705000000000001,shuffled,commutativity_cube,96,8,24,6,5,4.0,0.5885416666666666,0.375,0.5816812315572009,2.224152448485636,1.971384409323408,0.015574811026453972,1.9558095932006836,1.9594992305711274,1.9388298207580916,0.22527915353487377,2.1263685815200755,1.976139122535599,0.4971105754375458,0.8328781127929688
2,higher_diversity,1,0.6705000000000001,shuffled,commutativity_involution,96,2,2,1,0,2.0,0.7291666666666666,0.6875,1.1320125522661117,2.197509778718564,1.582656127752117,0.03982735425233841,1.5428287982940674,1.9471220986718147,1.545309566907968,0.37563773947512386,nan,nan,0.2399233877658844,0.8709508776664734
2,higher_diversity,1,0.6705000000000001,shuffled,demorgan_and_square,96,4,4,1,0,4.0,0.5286458333333334,0.4895833333333333,1.4742904050490195,1.320955075830158,0.5585652415083401,0.04540257528424263,0.5131626725196838,2.0010131547589194,1.0580109864307465,0.11621677352295263,nan,nan,0.05830497294664383,0.43472322821617126
2,higher_diversity,1,0.6705000000000001,shuffled,demorgan_or_square,96,4,4,1,0,4.0,0.4739583333333333,0.1875,1.473795595596507,2.08154248575983,3.0849944380811065,2.476736307144165,0.6082581877708435,2.0145005331253247,1.1901914618563156,0.3855352155298882,nan,nan,0.06398860365152359,0.5310502648353577
2,higher_diversity,1,0.6705000000000001,shuffled,distributivity_diamond,96,4,5,2,1,3.0,0.6119791666666666,0.4166666666666667,1.0555290105874393,2.153652346812925,2.087862827502037,0.06634315103292465,2.021519660949707,1.9667301836862376,2.06033353564217,0.3768617980616824,2.3018025918185363,2.1011032650643964,0.2670125663280487,0.9091486930847168
2,higher_diversity,1,0.6705000000000001,shuffled,double_negation,96,2,2,1,0,2.0,0.578125,0.4895833333333333,2.339349563142859,1.568019283857813,3.1834098302791514,0.02998322620987892,3.1534266471862793,2.0134944865251696,3.5759594761704956,1.0232749242298576,nan,nan,0.17253972589969635,0.6715205311775208
2,higher_diversity,1,0.6705000000000001,shuffled,exact1_hexagon,96,6,6,1,0,6.0,0.5625,0.3854166666666667,0.6775419113771314,1.8588974448919806,2.1789490063756496,0.07640523463487625,2.102543592453003,1.9602771162563644,2.1058500844815624,0.19630571751581694,nan,nan,0.6319129467010498,0.1786515861749649
2,higher_diversity,1,0.6705000000000001,shuffled,ite_expansion,96,2,2,1,0,2.0,0.5625,0.5833333333333334,1.6322874790715562,1.8572174750217396,2.1066333087100038,0.025896543636918068,2.0807368755340576,1.978002840380764,2.2051979832138495,0.5765989410464759,nan,nan,0.08999225497245789,0.8956432342529297
2,higher_diversity,1,0.6705000000000001,shuffled,majority_duality,96,2,2,1,0,2.0,0.5208333333333334,0.4791666666666667,2.0827682454407577,1.4655510087349122,0.540269215388779,0.013879098929464817,0.5263901352882385,2.046329605661125,1.0839720752184012,0.18332418128251726,nan,nan,0.3551546335220337,0.45031699538230896
2,higher_diversity,1,0.6705000000000001,shuffled,nary_and_hexagon,96,6,6,1,0,6.0,0.5677083333333334,0.4791666666666667,0.9777105965714533,2.068454776890809,2.4358969261086276,0.16625604033470154,2.2696406841278076,2.0264374029237824,2.280734135357594,0.2053454352296595,nan,nan,0.2566870450973511,0.6116766333580017
