metric,pearson_with_ood,partial_with_ood
transport_error,-0.6053486634732862,-0.12196003964983934
holonomy_error,0.5982945292869952,-0.08351504511580089
holonomy_rotation_error,0.17047506608001528,0.2790456170579012
holonomy_linear_action_error,0.5030655253784321,-0.034184345769258245
holonomy_systematic_error,0.6410458282446976,0.23555605576604438
holonomy_dispersion_error,0.5557028823081506,-0.12738756724311243
holonomy_edge_accumulation_ratio,0.30351386680997794,-0.12449775752719827
path_agreement_error,0.6681463081355092,0.11900095397319699
path_endpoint_error,-0.43999244239278146,-0.009982487157214583
