architecture_layers,condition,seed,train_size,rewrite,count,identity_error,transport_error,cka,activation_variance
4,low_diversity,2,512,commute_or_under_not,96,1.4924715757369995,1.5883759260177612,0.11366189271211624,0.5669481158256531
4,low_diversity,2,512,demorgan_or,96,1.7700037956237793,1.6535285711288452,0.017270786687731743,0.7981793284416199
4,low_diversity,2,512,demorgan_or_inverse,96,1.4753777980804443,1.3257191181182861,0.10971660912036896,0.7147054076194763
4,low_diversity,2,512,associate_and_right,96,0.7556152939796448,0.7796564698219299,0.41411590576171875,0.6284224390983582
4,low_diversity,2,512,associate_and_left,96,0.7266263365745544,0.7487983107566833,0.40346282720565796,0.5468945503234863
4,low_diversity,2,512,swap_and3_12,96,1.179299235343933,1.256915807723999,0.16480320692062378,0.5932591557502747
4,low_diversity,2,512,swap_and3_23,96,1.5101845264434814,1.571632981300354,0.04957014322280884,0.6717330813407898
4,low_diversity,2,512,commute_and_in_context,96,1.112808346748352,1.1376432180404663,0.20705100893974304,0.8377596735954285
4,low_diversity,2,512,commute_or_in_context,96,0.8065359592437744,0.855758786201477,0.36102548241615295,0.8930790424346924
4,low_diversity,2,512,commute_xor_in_context,96,0.4740453064441681,0.4901005029678345,0.606747031211853,0.855290949344635
